smiles,pIC50
Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F,8.28
Cc1ccc(S(=O)(=O)NC(=O)Nc2c(C(C)C)cccc2C(C)C)cc1,5.86
Cc1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,7.82
Cc1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,5.785
Cc1ccc2nc(/C(Cc3ccccc3)=N/O)oc2c1,4.8
Cc1cccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC3)c1,7.12
Cc1cccc(C(=O)Nc2ncn(Cc3ccc(Cl)c(Cl)c3)n2)c1,4.64
Cc1cccc(S(=O)(=O)NC(=O)Nc2c(C(C)C)cccc2C(C)C)c1,6.2
Cc1ccccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,5.4
Cc1cnc(-c2nnc(N[C@@H]3CCCN(C)C3)c3ccccc23)c(O)c1,7.82
Cc1cnc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,5.97
Cc1cnn2c(N[C@@H]3CCCN(C)C3)nnc(-c3ccc(C(F)(F)F)cc3O)c12,7.89
Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,7.12
Cc1nc(NC(C)c2cccc(O)c2)nnc1-c1ccc(C(F)(F)F)cc1O,9.3
Cc1nc(N[C@@H]2CCCN(CCCC(=O)O)C2)nnc1-c1ccc2c(c1O)CCO2,8.38
Cc1nc(N[C@@H]2CCCN(CCCO)C2)nnc1-c1ccc2c(c1O)CCO2,7.8
Cc1nc(N[C@@H]2CCCN(CCO)C2)nnc1-c1ccc2c(c1O)CCO2,8.64
Cc1nc(N[C@H]2CCCN(CC(C)O)C2)nnc1-c1ccc2c(c1O)CCO2,7.89
Cc1nc(N[C@H]2CCCN(CCCC(=O)N3CCCC3)C2)nnc1-c1ccc2c(c1O)CCO2,8.3
Cc1nc(N[C@H]2CCCN(CCc3ncco3)C2)nnc1-c1ccc2c(c1O)CCO2,7.8
Cc1nc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1C,5.64
Cc1ncc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,6.37
Clc1ccc(-c2nnc(NCC3CCCO3)c3ccccc23)cc1,6.57
Clc1ccc(-c2nnc(NCC3CCCO3)c3cnccc23)cc1,6.44
Cn1c(-c2ccc3c(c2O)CC3)nnc(N[C@@H]2CCCN(CCO)C2)c1=O,8.24
Cn1c(-c2ccc3c(c2O)CCC3)nnc(N[C@@H]2CCCN(CCCO)C2)c1=O.O=CO,7.68
Cn1c(-c2ccc3c(c2O)CCC3)nnc(N[C@@H]2CCCN(CCO)C2)c1=O,7.96
Cn1c(-c2ccc3c(c2O)CCO3)nnc(N[C@@H]2CCCN(CCO)C2)c1=O,7.9
Cn1cc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cn1,5.31
Cn1cc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1,6.68
Cn1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)n1,5.75
Cn1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,6.47
Cn1cnc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1,5.26
Cn1cncc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,4.8
Cn1nccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,5.7
Cn1nccc1S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.59
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NC1CC1,5.37
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NC1CCCC1,5.12
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccc(Br)c1,6.09
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccc(Cl)c1,6.37
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccc(F)c1,5.36
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1,5.97
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1Br,6.17
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1Cl,6.15
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccccc1F,5.99
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1cccnc1,5.3
N#CCCS(=O)(=O)C/C(=C\c1ccc(Br)cc1)C(=O)NCCc1ccncc1,6.02
N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)NC1CC1,5.14
N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)NC1CCCC1,5.01
N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,5.36
N#CCCS(=O)(=O)C/C(=C\c1ccc(Cl)cc1)C(=O)NCCc1ccccc1,5.39
N#CCCS(=O)(=O)C/C(=C\c1cccc(Br)c1)C(=O)NCCc1ccccc1,5.29
N#CCCS(=O)(=O)C/C(=C\c1cccc(Cl)c1)C(=O)NC1CC1,5.0
N#CCCS(=O)(=O)C/C(=C\c1cccc(Cl)c1)C(=O)NCCc1ccccc1,5.1
N#CCCSC/C(=C\c1ccc(Cl)cc1)C(=O)NCCc1ccccc1,4.76
N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C#N)cc1,7.47
N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccc(C#N)c1,7.93
N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccc1,7.68
N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1,7.64
N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccnc1,7.44
N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1,6.96
N#Cc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2ccn(C4CC4)n2)CCC3)ccn1,5.3
N#Cc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)n2)CCC3)ccn1,5.3
N#Cc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,5.8
N#Cc1cccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1,5.62
N[S+]([O-])(=NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cnn2cc(CO)oc12,8.21
N[S+]([O-])(=NC(=O)Nc1c2c(nc(C(F)(F)F)c1C1CC1)CCC2)c1nn(C2CC2)cc1F,7.39
N[S+]([O-])(=NC(=O)Nc1c2c(nc(C3CC3)c1C1CC1)CCC2)c1nn(C2CC2)cc1F,7.37
Nc1ccc(S(=O)(=O)N2Cc3ccccc3C[C@H]2C(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,8.27
Nc1ccc(S(=O)(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,8.48
Nc1cccc(S(=O)(=O)NC(=O)Nc2c(-c3ccc([N+](=O)[O-])cc3)ccc3c2CCC3)c1,6.39
O/N=C(\Cc1ccccc1)c1nc2ccc(Cl)cc2o1,4.66
O=C(/C=C/c1ccc(Cl)cc1)NCCc1ccccc1,4.56
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,5.404999999999999
O=C(CN1C(=O)c2ccc(Br)c(F)c2C2(CC2)C1=O)Nc1ncc(Cl)cn1,7.26
O=C(CN1CC2(CC2)c2cc(Br)ccc2C1=O)Nc1ncc(F)cn1,7.09
O=C(Cc1cc2ccccc2[nH]1)Nc1cccc(O)c1,4.88
O=C(Cc1ccc(Br)cc1)Nc1cccc(O)c1,6.19
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1cccc(O)c1,5.96
O=C(Cc1ccc(Cl)cc1)Nc1cccc(O)c1,5.4
O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cccc(O)c1,5.63
O=C(Cc1ccc(OC(F)F)cc1)Nc1cccc(O)c1,6.42
O=C(Cc1ccc2cc[nH]c2c1)NCc1cccc(O)c1,5.38
O=C(Cc1ccc2cc[nH]c2c1)Nc1cccc(O)c1,7.11
O=C(Cc1ccc2ccccc2c1)Nc1cccc(O)c1,5.79
O=C(Cn1ccc2ccccc2c1=O)Nc1cccc(O)c1,5.3
O=C(Cn1nc(C2CC2)n2c(cc3sccc32)c1=O)Nc1cccnc1,6.220000000000001
O=C(Cn1ncn2c(cc3sccc32)c1=O)Nc1cccnc1,5.43
O=C(Nc1c(-c2ccc([N+](=O)[O-])cc2)ccc2c1CCC2)NS(=O)(=O)c1cccc(Br)n1,6.67
O=C(Nc1c(-c2ccc([N+](=O)[O-])cc2)ccc2c1CCC2)NS(=O)(=O)c1ccccc1,6.45
O=C(Nc1c(-c2ccc([N+](=O)[O-])cc2)ccc2c1CCC2)NS(=O)(=O)c1cccs1,7.27
O=C(Nc1c(-c2ccc([N+](=O)[O-])cc2)ccc2c1CCC2)NS(=O)(=O)c1cnn2c1OCCC2,6.17
O=C(Nc1c(-c2cccc(Cl)c2Cl)ccc2c1CCC2)NS(=O)(=O)CCO,6.18
O=C(Nc1c(-c2cccc(Cl)c2Cl)ccc2c1CCC2)NS(=O)(=O)c1ccc2ccccc2c1,7.14
O=C(Nc1c(-c2cccc(Cl)c2Cl)ccc2c1CCC2)NS(=O)(=O)c1cccc(Br)n1,6.94
O=C(Nc1c(-c2cccc(Cl)c2Cl)ccc2c1CCC2)NS(=O)(=O)c1cnn2c1OCCC2,7.14
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccccn1,6.0
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cccs1,7.16
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccncc1,6.79
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccsc1,7.02
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cncs1,6.9
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cscn1,6.43
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc(CO)cs1,6.51
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,7.53
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(Cl)c2nonc12,6.84
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CC3CCC(C2)O3)c2nonc12,6.61
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CCN(CCO)CC2)c2nonc12,5.62
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CCOCC2)c2nonc12,6.97
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2C[C@@H]3[C@@H](CO)[C@@H]3C2)c2nonc12,6.19
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(NC2CC(F)(F)C2)c2nonc12,6.61
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccc1,6.605
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccn1,5.88
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cccnc1,5.97
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccco1,6.36
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccncc1,5.81
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnccn1,6.02
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1CCCC2,6.39
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,6.5600000000000005
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2cccnc12,6.37
O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1nccs1,5.44
O=C(Nc1c2c(cc3c1CCC3)CCC2)O[C@H](Cc1ncccn1)C(=O)O,6.255
O=C(Nc1c2c(cc3c1CCC3)CCC2)O[C@H](Cc1ncccn1)C(=O)OC1CCCC1,8.345
O=C(O)CCCCCN1C(=O)/C(=C/c2c[nH]c3ccccc23)SC1=S,4.86
O=C(O)Cn1nc(Cc2ccccc2Cl)oc1=O,5.11
O=C(O)c1ccc(/C=C2\SC(=O)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,5.22
O=C(O)c1ccc(/C=C2\SC(=S)N(CCCc3cccc(C(F)(F)F)c3)C2=O)cc1,5.37
O=C(O)c1ccc(/C=C2\SC(=S)N(CCc3cccc(C(F)(F)F)c3)C2=O)cc1,5.23
O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3ccc(-c4ccccc4)cc3)C2=O)cc1,5.12
O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,5.445
O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(F)c3)C2=O)cc1,5.45
O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccnc3)C2=O)cc1,5.2
O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,5.19
O=C(O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,5.62
O=C([N-]S(=O)(=O)c1ccccc1)Nc1c2c(cc3c1CCC3)CCC2.[Na+],5.75
O=C([N-]S(=O)(=O)c1ccco1)Nc1c2c(cc3c1CCC3)CCC2.[K+],6.35
O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCC(O)CC1,5.61
O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCOCC1,5.56
O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(OC(F)(F)F)c3)C2=O)cc1)N1CCOCC1,5.5
O=C(c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1)N1CCNCC1,5.48
O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCCc1cccc(C(F)(F)F)c1,5.31
O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCc1cccc(C(F)(F)F)c1,5.19
O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1Cc1cccc(C(F)(F)F)c1,5.25
O=C1C(F)=C[C@@H]2CO[C@H]1O2,5.32
O=C1C=C[C@@H](CO)OC1,4.38
O=C1C=C[C@H]2CO[C@@H]1O2,5.18
O=C1S/C(=C\c2ccc(-c3nnn[nH]3)cc2)C(=O)N1Cc1cccc(C(F)(F)F)c1,5.25
O=S(=O)(c1ccccc1)c1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.72
O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,5.3
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5.0
O=c1cc(C2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.2
O=c1cc(CC2CCCCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.35
O=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.805
O=c1cc(CC2CCOC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.3
O=c1cc(CC2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.47
O=c1cc(CC2CNCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,4.7
O=c1cc(CC2COCCN2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.27
O=c1cc(CCc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.47
O=c1cc(CN2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.11
O=c1cc(Cc2ccc(Cl)cc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.0
O=c1cc(Cc2cccc(Cl)c2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.55
O=c1cc(Cc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.75
O=c1cc(Cc2ccccc2F)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.43
O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,6.6
O=c1cc(Cc2cccnc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.47
O=c1cc(Cc2ccncc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.24
O=c1cc(Cc2ncccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,5.77
OCCN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccnn23)C1,7.75
OCCN1CCC[C@@H](Nc2nnc(-c3ccc4occc4c3O)c3c2C2CCC3CC2)C1,8.54
OCCNc1ccc(-c2c(O)cc(Cl)cc2Cl)nn1,6.72
Oc1c(-c2nnc(N[C@@H]3CCCC[C@H]3O)c3cnccc23)ccc2c1CCC2,8.52
Oc1c(-c2nnc(N[C@@H]3CCCC[C@H]3O)c3cnccc23)ccc2c1CCO2,8.4
Oc1c(-c2nnc(N[C@@H]3CCOC[C@H]3O)c3cnccc23)ccc2c1CCO2,8.15
Oc1c(-c2nnc(N[C@H]3CCCC[C@@H]3O)c3cnccc23)ccc2c1CC2,8.52
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@@H]2CCCN3CCC[C@@H]23)c2nccn12,8.16
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@@H]2CCCN3CCC[C@@H]23)n2cccc12,8.24
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@@H]2CCCN3CCC[C@@H]23)n2nccc12,8.08
Oc1cc(C(F)(F)F)ccc1-c1nnc(N[C@@H]2CCOC[C@H]2O)c2c1CCC2,7.39
Oc1cc(Cl)cc(Cl)c1-c1ccc(NC2CC2)nn1,6.38
Oc1cc(Cl)cc(Cl)c1-c1ccc(NCC(F)(F)F)nn1,6.68
S=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,6.72
S=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,7.47
[2H]C([2H])([2H])C(O)(c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1)C([2H])([2H])[2H],8.3
[2H]C([2H])(c1nnc(-c2ccc(C(F)(F)F)nc2Cl)o1)n1nc(C(C)C)n2c(cc3sc(Cl)cc32)c1=O,6.55
[2H]C1([2H])CCc2c1cc1c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC1,8.22
[2H]C1([2H])CCc2c1cc1c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC1([2H])[2H],8.15
[2H]C1([2H])CCc2cc3c(c(NC(=O)NS(=O)(=O)c4cc(C(C)(C)O)co4)c21)C([2H])([2H])CC3,8.22
